bib_key,entry_type,title,authors,year,venue,doi,url
Trauth2023OcclusionAwarePlanning,article,Toward Safer Autonomous Vehicles: Occlusion-Aware Trajectory Planning to Minimize Risky Behavior,"Rainer Trauth and Korbinian M\""oller and Johannes Betz",2023,IEEE Open Journal of Intelligent Transportation Systems,10.1109/ojits.2023.3336464,https://doi.org/10.1109/OJITS.2023.3336464
Oh2026Intention,article,Intention Prediction-Based Automated Vehicle Control Mechanism Using Social-Pooling LSTM and Pass-Through Time Window Optimization,"Oh, Donghee and Lee, Chris and Park, Juneyoung",2026,"Computers, materials \& continua/Computers, materials \& continua (Print)",10.32604/cmc.2026.076994,https://doi.org/10.32604/cmc.2026.076994
Lecerf2022Automatically,inproceedings,Automatically Learning Fallback Strategies with Model-Free Reinforcement Learning in Safety-Critical Driving Scenarios,Ugo Lecerf and Christelle Yemdji-Tchassi and Sebastien Aubert and Pietro Michiardi,2022,Proceedings of the 2022 7th International Conference on Machine Learning Technologies,10.1145/3529399.3529432,https://doi.org/10.1145/3529399.3529432
Pan2021Research,article,Research progress of automatic driving control technology based on reinforcement learning; [强化学习的自动驾驶控制技术研究进展],"Pan, Feng and Bao, Hong",2021,Journal of Image and Graphics,10.11834/jig.200428,https://doi.org/10.11834/jig.200428
Xie2025Are,inproceedings,"Are VLMs Ready for Autonomous Driving? An Empirical Study from the Reliability, Data, and Metric Perspectives","Xie, Shaoyuan and Kong, Lingdong and Dong, Yuhao and Sima, Chonghao and Zhang, Wenwei and Chen, Qi Alfred and Liu, Ziwei and Pan, Liang",2025,Proceedings of the IEEE International Conference on Computer Vision,10.1109/iccv51701.2025.00621,https://doi.org/10.1109/iccv51701.2025.00621
Lee2023Data,article,Data-Driven Strategy Decision Integrating Convolution Neural Network With Threat Assessment and Motion Prediction for Automatic Evasive Steering,Ji-Min Lee and Bongsob Song,2023,IEEE Access,10.1109/access.2023.3341925,https://doi.org/10.1109/access.2023.3341925
Mozaffari2023Multimodal,article,Multimodal Manoeuvre and Trajectory Prediction for Automated Driving on Highways Using Transformer Networks,Sajjad Mozaffari and MReza Alipour Sormoli and Konstantinos Koufos and Mehrdad Dianati,2023,Warwick Research Archive Portal (University of Warwick),10.1109/lra.2023.3301720,https://doi.org/10.1109/lra.2023.3301720
Chen2022Network,article,Network-Level Safety Metrics for Overall Traffic Safety Assessment: A Case Study,Xiwen Chen and Hao Wang and Abolfazl Razi and Brendan J. Russo and Jason Pacheco and J. J. Roberts and Jeffrey Wishart and Larry Head and Alonso Granados Baca,2022,IEEE Access,10.1109/access.2022.3223046,https://doi.org/10.1109/access.2022.3223046
Yang2026Neuroergonomic,article,"Neuroergonomic evaluation of risk-warning eHMI penetration rates in vehicle platoons: effects on pedestrians’ mental workload, situation awareness, and gap acceptance",Fang Yang and Xu Sun and Jing Ma and Siyuan Zhou and Bingjian Liu and Puhong Li and Wei Lyu and Shijiang Wen,2026,Scientific Reports,10.1038/s41598-026-42814-3,https://doi.org/10.1038/s41598-026-42814-3
Goswami2025Stochastic,article,Stochastic Models for Autonomous Systems and Robotics,Shankha Shubhra Goswami and Surajit Mondal,2025,Spectrum of Operational Research.,10.31181/sor31202647,https://doi.org/10.31181/sor31202647
Terres2023Behavioral,article,Behavioral event detection and rate estimation for autonomous vehicle evaluation,Maria A. Terres and Aiyou Chen and Rachel Zhou and Claire M. McLeod,2023,arXiv (Cornell University),10.1002/asmb.2769,https://doi.org/10.1002/asmb.2769
Thomas2019Harnessing,article,Harnessing Uncertainty in Autonomous Vehicle Safety,Stephen Thomas and Dirk Vandenberg,2019,Journal of System Safety,10.56094/jss.v55i2.46,https://doi.org/10.56094/jss.v55i2.46
Mondal2024Machine,article,Machine learning applications in automotive engineering: Enhancing vehicle safety and performance,Surajit Mondal and Shankha Shubhra Goswami,2024,Journal of Process Management New Technologies,10.5937/jpmnt12-50607,https://doi.org/10.5937/jpmnt12-50607
Lee2019EnsembleBayesianControl,inproceedings,Ensemble Bayesian Decision Making with Redundant Deep Perceptual Control Policies,Keuntaek Lee and Ziyi Wang and Bogdan Vlahov and Harleen Brar and Evangelos A. Theodorou,2019,Proceedings of the 18th IEEE International Conference on Machine Learning and Applications,10.1109/icmla.2019.00145,https://doi.org/10.1109/ICMLA.2019.00145
Lee2022EmergencyPullOver,article,Emergency Pull-Over Algorithm for Level 4 Autonomous Vehicles Based on Model-Free Adaptive Feedback Control with Sensitivity and Learning Approaches,Jong-Min Lee and Kwangseok Oh and Sechan Oh and Youngmin Yoon and Sangyoon Kim and Taejun Song and Kyongsu Yi,2022,IEEE Access,10.1109/access.2022.3156275,https://doi.org/10.1109/ACCESS.2022.3156275
Bajcsy2019ReachabilityFramework,inproceedings,An Efficient Reachability-Based Framework for Provably Safe Autonomous Navigation in Unknown Environments,Andrea Bajcsy and Somil Bansal and Eli Bronstein and Varun Tolani and Claire J. Tomlin,2019,Proceedings of the IEEE 58th Conference on Decision and Control,10.1109/cdc40024.2019.9030133,https://doi.org/10.1109/CDC40024.2019.9030133
Lin2025TrajectoryRepair,article,Traffic-Rule-Compliant Trajectory Repair via Satisfiability Modulo Theories and Reachability Analysis,Yuanfei Lin and Zekun Xing and Xuyuan Han and Matthias Althoff,2025,IEEE Transactions on Robotics,10.1109/tro.2025.3613550,https://doi.org/10.1109/TRO.2025.3613550
Lauri2023Partially,article,Partially Observable Markov Decision Processes in Robotics: A Survey,"Lauri, Mikko and Hsu, David and Pajarinen, Joni",2023,IEEE Transactions on Robotics,10.1109/tro.2022.3200138,https://doi.org/10.1109/tro.2022.3200138
Capy2023Pedestrians,article,Pedestrians and Cyclists’ Intention Estimation for the Purpose of Autonomous Driving,Siméon Capy and Gentiane Venture and Pongsathorn Raksincharoensak,2023,International Journal of Automotive Engineering,10.20485/jsaeijae.14.1_10,https://doi.org/10.20485/jsaeijae.14.1_10
Li2025Perception,article,Perception to Motion: The Role of Multi-Sensor Data Fusion in Realizing the Full Potential of Autonomous Vehicles,Zhengqing Li and Baljit Singh,2025,WSEAS TRANSACTIONS ON ENVIRONMENT AND DEVELOPMENT,10.37394/232015.2025.21.60,https://doi.org/10.37394/232015.2025.21.60
Zhang2025Research,article,Research On Motion Planning for Intelligent Driving,Buwen Zhang,2025,Highlights in Science Engineering and Technology,10.54097/r7sddp83,https://doi.org/10.54097/r7sddp83
Golchoubian2023Pedestrian,article,Pedestrian Trajectory Prediction in Pedestrian-Vehicle Mixed Environments: A Systematic Review,"Golchoubian, Mahsa and Ghafurian, Moojan and Dautenhahn, Kerstin and Azad, Nasser Lashgarian",2023,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2023.3291196,https://doi.org/10.1109/tits.2023.3291196
Aradi2022Survey,article,Survey of Deep Reinforcement Learning for Motion Planning of Autonomous Vehicles,"Aradi, Szilard",2022,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2020.3024655,https://doi.org/10.1109/tits.2020.3024655
Wang2023Combined,article,A Combined Reinforcement Learning and Model Predictive Control for Car-Following Maneuver of Autonomous Vehicles,Liwen Wang and Shuo Yang and Kang Yuan and Yanjun Huang and Chen Hong,2023,Chinese Journal of Mechanical Engineering,10.1186/s10033-023-00904-7,https://doi.org/10.1186/s10033-023-00904-7
Siboo2023Empirical,article,An Empirical Study of DDPG and PPO-Based Reinforcement Learning Algorithms for Autonomous Driving,Sanjna Siboo and A. Bhattacharyya and Rashmi Naveen Raj and S. H. Ashwin,2023,IEEE Access,10.1109/access.2023.3330665,https://doi.org/10.1109/access.2023.3330665
Sadanaka2026Method,article,Method of Improving Machine Learning Model for Speed Decision on Community Roads by Extracting Potentially Dangerous Spots,Yuki Sadanaka and Keita Hori and Takuma Ito,2026,International Journal of Automotive Engineering,10.20485/jsaeijae.17.1_28,https://doi.org/10.20485/jsaeijae.17.1_28
Xiang2024Reinforcement,article,Reinforcement learning in autonomous driving,Dantong Xiang,2024,Applied and Computational Engineering,10.54254/2755-2721/48/20241072,https://doi.org/10.54254/2755-2721/48/20241072
Zhu2020Safe,article,"Safe, efficient, and comfortable velocity control based on reinforcement learning for autonomous driving",Meixin Zhu and Yinhai Wang and Ziyuan Pu and Jingyun Hu and Xuesong Wang and Ruimin Ke,2020,arXiv (Cornell University),10.1016/j.trc.2020.102662,https://doi.org/10.1016/j.trc.2020.102662
Rahmati2021Toward,article,Toward Human-Centered Design of Automated Vehicles: A Naturalistic Brake Policy,Yalda Rahmati and Arezoo Samimi Abianeh and Mahmood Tabesh and Alireza Talebpour,2021,Frontiers in Future Transportation,10.3389/ffutr.2021.683223,https://doi.org/10.3389/ffutr.2021.683223
Chandra2026Towards,inproceedings,Towards agents that exhibit human-like autonomy in complex environments,Rohan Chandra,2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i47.41339,https://doi.org/10.1609/aaai.v40i47.41339
Tian2026Evaluating,article,Evaluating Scenario-Based Decision-Making for Interactive Autonomous Driving Using Rational Criteria: A Survey,"Tian, Zhen and Lin, Zhihao and Zhao, Dezong and Zhao, Wenjing and Flynn, David and Ansari, Shuja and Wei, Chongfeng",2026,IEEE Transactions on Intelligent Transportation Systems,10.1109/tits.2025.3636070,https://doi.org/10.1109/tits.2025.3636070
Rudenko2020Human,article,Human motion trajectory prediction: a survey,"Rudenko, Andrey and Palmieri, Luigi and Herman, Michael and Kitani, Kris M and Gavrila, Dariu M and Arras, Kai O",2020,The International Journal of Robotics Research,10.1177/0278364920917446,https://doi.org/10.1177/0278364920917446
Reda2024Path,article,Path planning algorithms in the autonomous driving system: A comprehensive review,"Reda, Mohamed and Onsy, Ahmed and Ghanbari, Ali and Haikal, Amira Y.",2024,Robotics and Autonomous Systems,10.1016/j.robot.2024.104630,https://doi.org/10.1016/j.robot.2024.104630
Westhofen2023Criticality,article,Criticality Metrics for Automated Driving: A Review and Suitability Analysis of the State of the Art,"Westhofen, Lukas and Neurohr, Christian and Koopmann, Tjark and Butz, Martin and Schütt, Barbara and Utesch, Fabian and Neurohr, Birte and Gutenkunst, Christian and Böde, Eckard",2023,Archives of Computational Methods in Engineering,10.1007/s11831-022-09788-7,https://doi.org/10.1007/s11831-022-09788-7
Tran2021Review,article,A Review of Virtual Reality Studies on Autonomous Vehicle–Pedestrian Interaction,T. T. M. Tran and C. Parker and M. Tomitsch,2021,IEEE Transactions on Human-Machine Systems,10.1109/thms.2021.3107517,https://doi.org/10.1109/thms.2021.3107517
Li2021Planning,article,Planning and Decision-making for Connected Autonomous Vehicles at Road Intersections: A Review,"Li, Shen and Shu, Keqi and Chen, Chaoyi and Cao, Dongpu",2021,Chinese Journal of Mechanical Engineering,10.1186/s10033-021-00639-3,https://doi.org/10.1186/s10033-021-00639-3
Glanois2024survey,article,A survey on interpretable reinforcement learning,Claire Glanois and Paul Weng and Matthieu Zimmer and Dong Li and Tianpei Yang and Jianye Hao and Wulong Liu,2024,Machine Learning,10.1007/s10994-024-06543-w,https://doi.org/10.1007/s10994-024-06543-w
Soares2021Takeover,article,Takeover performance evaluation using driving simulation: a systematic review and meta-analysis,"Soares, Sónia and Lobo, António and Ferreira, Sara and Cunha, Liliana and Couto, António",2021,European Transport Research Review,10.1186/s12544-021-00505-2,https://doi.org/10.1186/s12544-021-00505-2
Ibrahum2025Deep,article,Deep learning adversarial attacks and defenses in autonomous vehicles: a systematic literature review from a safety perspective,"Ibrahum, Ahmed Dawod Mohammed and Hussain, Manzoor and Hong, Jang-Eui",2025,Artificial Intelligence Review,10.1007/s10462-024-11014-8,https://doi.org/10.1007/s10462-024-11014-8
Wang2024S4TP,article,S4TP: Social-Suitable and Safety-Sensitive Trajectory Planning for Autonomous Vehicles,Xiao Wang and Ke Tang and Xingyuan Dai and Jintao Xu and Quancheng Du and Rui Ai and Yuxiao Wang and Weihao Gu,2024,IEEE Transactions on Intelligent Vehicles,10.1109/tiv.2023.3338483,https://doi.org/10.1109/TIV.2023.3338483
Liu2024DRLFreewayDecision,article,A Comparative Analysis of Deep Reinforcement Learning-Enabled Freeway Decision-Making for Automated Vehicles,Teng Liu and Yuyou Yang and Wenxuan Xiao and Xiaolin Tang and Mingzhu Yin,2024,IEEE Access,10.1109/access.2024.3358424,https://doi.org/10.1109/ACCESS.2024.3358424
Cai2023HybridIntersection,article,Hybrid Cooperative Intersection Management for Connected Automated Vehicles and Pedestrians,Peide Cai and Jing He and Yibing Li,2023,Journal of Intelligent and Connected Vehicles,10.26599/jicv.2023.9210008,https://doi.org/10.26599/JICV.2023.9210008
Song2023ReachablePath,article,A Self-Driving Decision Making with Reachable Path Analysis and Interaction-Aware Speed Profiling,Yuho Song and Sangwon Han and Kunsoo Huh,2023,IEEE Access,10.1109/access.2023.3328628,https://doi.org/10.1109/ACCESS.2023.3328628
Xiong2025RuleGuidanceRL,article,Rule-Guidance Reinforcement Learning for Lane Change Decision-Making: A Risk Assessment Approach,Lu Xiong and Zhuoren Li and Danyang Zhong and Puhang Xu and Chen Tang,2025,Chinese Journal of Mechanical Engineering,10.1186/s10033-024-01160-z,https://doi.org/10.1186/s10033-024-01160-z
Fremont2019Scenic,inproceedings,Scenic: A Language for Scenario Specification and Scene Generation,Daniel J. Fremont and Tommaso Dreossi and Shromona Ghosh and Xiangyu Yue and Alberto L. Sangiovanni-Vincentelli and Sanjit A. Seshia,2019,Proceedings of the 40th ACM SIGPLAN Conference on Programming Language Design and Implementation,10.1145/3314221.3314633,https://doi.org/10.1145/3314221.3314633
Dreossi2019VerifAI,inproceedings,VerifAI: A Toolkit for the Formal Design and Analysis of Artificial Intelligence-Based Systems,Tommaso Dreossi and Daniel J. Fremont and Shromona Ghosh and Edward Kim and Hadi Ravanbakhsh and Marcell Vazquez-Chanlatte and Sanjit A. Seshia,2019,Computer Aided Verification,10.1007/978-3-030-25540-4_25,https://doi.org/10.1007/978-3-030-25540-4_25
Koren2018AdaptiveStressTesting,inproceedings,Adaptive Stress Testing for Autonomous Vehicles,Mark Koren and Saud Alsaif and Ritchie Lee and Mykel J. Kochenderfer,2018,Proceedings of the IEEE Intelligent Vehicles Symposium,10.1109/ivs.2018.8500400,https://doi.org/10.1109/IVS.2018.8500400
Gambi2019AsFault,inproceedings,AsFault: Testing Self-Driving Car Software Using Search-Based Procedural Content Generation,Alessio Gambi and Marc Mueller and Gordon Fraser,2019,Proceedings of the IEEE/ACM 41st International Conference on Software Engineering: Companion Proceedings,10.1109/icse-companion.2019.00030,https://doi.org/10.1109/ICSE-Companion.2019.00030
Wang2021Socially,article,Socially-Compatible Behavior Design of Autonomous Vehicles With Verification on Real Human Data,"Wang, Letian and Sun, Liting and Tomizuka, Masayoshi and Zhan, Wei",2021,IEEE Robotics and Automation Letters,10.1109/lra.2021.3061350,https://doi.org/10.1109/lra.2021.3061350
Prebet2026Verification,inproceedings,Verification of Autonomous Neural Car Control with KeYmaera X,"Prebet, Enguerrand and Teuber, Samuel and Platzer, André",2026,Lecture notes in computer science,10.1007/978-3-031-94533-5_17,https://doi.org/10.1007/978-3-031-94533-5_17
Chu2024Motion,article,Motion Planning for Autonomous Driving with Real Traffic Data Validation,Wenbo Chu and Kai Yang and Shen Li and Xiaolin Tang,2024,Chinese Journal of Mechanical Engineering,10.1186/s10033-023-00968-5,https://doi.org/10.1186/s10033-023-00968-5
Wang2023Modeling,inproceedings,Modeling and Verification of Autonomous Driving Systems under Stochastic Spatio-Temporal Constraints,"Wang, Mengyuan and Li, Tengfei and Liu, Jing and Dou, Hui and Chen, Hongtao and Zhang, John and Zhang, Lipeng",2023,Proceedings/Proceedings of the ... International Conference on Software Engineering and Knowledge Engineering,10.18293/seke2023-221,https://doi.org/10.18293/seke2023-221
Zeng2023Safety,inproceedings,Safety verification of nonlinear systems with Bayesian neural network controllers,Xia Zeng and Zhengfeng Yang and Li Zhang and Xiaochao Tang and Zhenbing Zeng and Zhiming Liu,2023,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v37i12.26782,https://doi.org/10.1609/aaai.v37i12.26782
Rssig2020Advances,article,Advances in verification of ReLU neural networks,Ansgar Rössig and Milena Petković,2020,Journal of Global Optimization,10.1007/s10898-020-00949-1,https://doi.org/10.1007/s10898-020-00949-1
Islam2026Benchmarking,article,Benchmarking Safe Reinforcement Learning Algorithms for Autonomous Driving: A Comparative Evaluation in Simulated Environments,Md Minhajul Islam and Md Asraful Islam,2026,European Journal of Applied Science Engineering and Technology,10.59324/ejaset.2026.4(2).10,https://doi.org/10.59324/ejaset.2026.4(2).10
Caesar2020nuScenes,inproceedings,nuScenes: A Multimodal Dataset for Autonomous Driving,Holger Caesar and others,2020,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,10.1109/cvpr42600.2020.01164,https://doi.org/10.1109/CVPR42600.2020.01164
Sun2020WaymoOpen,inproceedings,Scalability in Perception for Autonomous Driving: Waymo Open Dataset,Pei Sun and others,2020,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,10.1109/cvpr42600.2020.00252,https://doi.org/10.1109/CVPR42600.2020.00252
Chang2019Argoverse,inproceedings,Argoverse: 3D Tracking and Forecasting with Rich Maps,Ming-Fang Chang and others,2019,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,10.1109/cvpr.2019.00895,https://doi.org/10.1109/CVPR.2019.00895
Zhan2019INTERACTION,article,"INTERACTION Dataset: An INTERnational, Adversarial and Cooperative moTION Dataset in Interactive Driving Scenarios with Semantic Maps",Wei Zhan and others,2019,arXiv preprint arXiv:1910.03088,10.48550/arxiv.1910.03088,https://doi.org/10.48550/arXiv.1910.03088
Krajewski2018highD,inproceedings,The highD Dataset: A Drone Dataset of Naturalistic Vehicle Trajectories on German Highways for Validation of Highly Automated Driving Systems,Robert Krajewski and Julian Bock and Laurent Kloeker and Lutz Eckstein,2018,Proceedings of the IEEE 21st International Conference on Intelligent Transportation Systems,10.1109/itsc.2018.8569552,https://doi.org/10.1109/ITSC.2018.8569552
Malinin2021Shifts,inproceedings,Shifts: A Dataset of Real Distributional Shift Across Multiple Large-Scale Tasks,Andrey Malinin and others,2021,Advances in Neural Information Processing Systems,10.48550/arxiv.2107.07455,https://doi.org/10.48550/arXiv.2107.07455
Caesar2021nuPlan,article,nuPlan: A Closed-Loop ML-Based Planning Benchmark for Autonomous Vehicles,Holger Caesar and Juraj Kabzan and Kok Seang Tan and Whye Kit Fong and Eric Wolff and Alex Lang and Luke Fletcher and Oscar Beijbom and Sammy Omari,2021,arXiv preprint arXiv:2106.11810,10.48550/arxiv.2106.11810,https://doi.org/10.48550/arXiv.2106.11810
Althoff2017CommonRoad,inproceedings,CommonRoad: Composable Benchmarks for Motion Planning on Roads,Matthias Althoff and Markus Koschi and Stefanie Manzinger,2017,Proceedings of the IEEE Intelligent Vehicles Symposium,10.1109/ivs.2017.7995802,https://doi.org/10.1109/IVS.2017.7995802
Dosovitskiy2017CARLA,inproceedings,CARLA: An Open Urban Driving Simulator,Alexey Dosovitskiy and German Ros and Felipe Codevilla and Antonio Lopez and Vladlen Koltun,2017,Proceedings of the 1st Annual Conference on Robot Learning,,https://proceedings.mlr.press/v78/dosovitskiy17a.html
Gneiting2007ScoringRules,article,"Strictly Proper Scoring Rules, Prediction, and Estimation",Tilmann Gneiting and Adrian E. Raftery,2007,Journal of the American Statistical Association,10.1198/016214506000001437,https://doi.org/10.1198/016214506000001437
Saito2015PrecisionRecall,article,The Precision-Recall Plot Is More Informative than the ROC Plot When Evaluating Binary Classifiers on Imbalanced Datasets,Takaya Saito and Marc Rehmsmeier,2015,PLOS ONE,10.1371/journal.pone.0118432,https://doi.org/10.1371/journal.pone.0118432
Ullrich2025AI,article,"AI Safety Assurance for Automated Vehicles: A Survey on Research, Standardization, Regulation",L. Ullrich and M. Buchholz and K. Dietmayer and K. Graichen,2025,IEEE Transactions on Intelligent Vehicles,10.1109/tiv.2024.3496797,https://doi.org/10.1109/tiv.2024.3496797
Rajabli2021Software,article,Software Verification and Validation of Safe Autonomous Cars: A Systematic Literature Review,"Rajabli, Nijat and Flammini, Francesco and Nardone, Roberto and Vittorini, Valeria",2021,IEEE Access,10.1109/access.2020.3048047,https://doi.org/10.1109/access.2020.3048047
Tibshirani2019CovariateShift,inproceedings,Conformal Prediction under Covariate Shift,Ryan J. Tibshirani and Rina Foygel Barber and Emmanuel J. Candès and Aaditya Ramdas,2019,Advances in Neural Information Processing Systems,10.48550/arxiv.1904.06019,https://doi.org/10.48550/arXiv.1904.06019
Angelopoulos2024ConformalRiskControl,inproceedings,Conformal Risk Control,Anastasios N. Angelopoulos and Stephen Bates and Adam Fisch and Lihua Lei and Tal Schuster,2024,Proceedings of the International Conference on Learning Representations,10.48550/arxiv.2208.02814,https://doi.org/10.48550/arXiv.2208.02814
Xu2023ConformalTimeSeries,article,Conformal Prediction for Time Series,Chen Xu and Yao Xie,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2023.3272339,https://doi.org/10.1109/TPAMI.2023.3272339
